casualty_group,killed,injured,total_casualties,proportion_killed
14346,0,0,0,NA
14347,0,0,0,NA
14348,0,0,0,NA
14349,0,0,0,NA
14350,31,112,143,0.21678321678321677
14351,0,0,0,NA
14352,0,0,0,NA
14353,0,0,0,NA
14354,0,0,0,NA
14355,0,0,0,NA
14356,0,0,0,NA
14357,0,0,0,NA
14358,0,0,0,NA
14359,0,0,0,NA
14360,0,0,0,NA
14361,0,0,0,NA
14362,0,0,0,NA
14363,0,0,0,NA
14364,2,19,21,0.09523809523809523
14365,0,0,0,NA
14366,0,0,0,NA
14367,0,0,0,NA
14368,2,2,4,0.5
14369,0,0,0,NA
14370,NA,NA,10,NA
14371,1,9,14,0.07142857142857142
14372,0,0,0,NA
14373,0,0,0,NA
14374,0,0,0,NA
14375,0,0,0,NA
14376,0,0,0,NA
14377,0,0,0,NA
14378,0,0,0,NA
14379,0,0,0,NA
14380,0,0,0,NA
14381,0,0,0,NA
14382,0,0,0,NA
14383,0,0,0,NA
14384,0,0,0,NA
14385,0,0,0,NA
14386,0,0,0,NA
14387,0,0,0,NA
14388,0,0,0,NA
14389,0,0,0,NA
14390,0,0,0,NA
14391,0,1,1,0
14392,0,0,0,NA
14393,0,0,0,NA
14394,0,0,0,NA
14395,0,0,0,NA
14396,0,0,0,NA
14397,0,0,0,NA
14398,0,0,0,NA
14399,NA,NA,2,NA
14400,0,2,2,0
14401,0,0,0,NA
14402,0,0,0,NA
14403,0,0,0,NA
14404,0,0,0,NA
14405,0,0,0,NA
14406,0,0,0,NA
14407,0,1,1,0
14408,0,0,0,NA
14409,0,0,0,NA
14410,0,0,0,NA
14411,0,0,0,NA
14412,14,22,36,0.3888888888888889
14413,4,0,4,1
14414,NA,NA,NA,NA
14415,8,0,8,1
14416,20,79,99,0.20202020202020202
14417,0,0,0,NA
14418,14,69,83,0.1686746987951807
14419,4,0,4,1
14420,0,0,0,NA
14421,0,0,0,NA
14422,0,0,0,NA
14423,11,0,11,1
14424,0,0,0,NA
14425,7,4,11,0.6363636363636364
14426,0,0,0,NA
14427,0,0,0,NA
14428,0,0,0,NA
14429,0,0,0,NA
14430,0,0,0,NA
14431,0,0,0,NA
14432,0,0,0,NA
14433,500,1517,2017,0.2478929102627665
14434,12,0,12,1
14435,2,8,10,0.2
14436,0,0,0,NA
14437,0,0,0,NA
14438,0,0,0,NA
14439,0,0,0,NA
14440,0,0,0,NA
14441,0,0,0,NA
14442,0,0,0,NA
14443,0,0,0,NA
14444,0,0,0,NA
14445,0,0,0,NA
14446,0,0,0,NA
14447,0,0,0,NA
14448,0,0,0,NA
14449,0,0,0,NA
14450,0,0,0,NA
14451,0,0,0,NA
14452,0,0,0,NA
14453,0,0,0,NA
14454,0,0,0,NA
14455,0,0,0,NA
14456,0,0,0,NA
14457,0,0,0,NA
14458,0,0,0,NA
14459,0,0,0,NA
14460,0,0,0,NA
14461,0,0,0,NA
14462,0,0,0,NA
14463,1056,2267,3323,0.3177851339151369
14464,0,0,0,NA
14465,0,0,0,NA
14466,0,2,2,0
14467,0,0,0,NA
14468,0,0,0,NA
14469,4,18,22,0.18181818181818182
14470,0,4,4,0
14471,0,0,0,NA
14472,0,0,0,NA
14473,0,0,0,NA
14474,0,0,0,NA
14475,0,0,0,NA
14476,0,0,0,NA
14477,0,0,0,NA
14478,0,0,0,NA
14479,0,0,0,NA
14480,NA,NA,4,NA
14481,0,0,0,NA
14482,0,0,0,NA
14483,0,0,0,NA
14484,0,0,0,NA
14485,0,0,0,NA
14486,0,0,0,NA
14487,0,0,0,NA
14488,0,0,0,NA
14489,0,0,0,NA
14490,0,0,0,NA
14491,0,0,0,NA
14492,0,0,0,NA
14493,0,0,0,NA
14494,NA,NA,10,NA
14495,1,6,7,0.14285714285714285
14496,0,0,0,NA
14497,0,0,0,NA
14498,0,0,0,NA
14499,0,0,0,NA
14500,0,0,0,NA
14501,0,0,0,NA
14502,0,0,0,NA
14503,5,16,21,0.23809523809523808
14504,0,0,0,NA
14504,1056,2267,3323,0.3177851339151369
14505,0,0,0,NA
14506,0,0,0,NA
14507,0,0,0,NA
14508,0,0,0,NA
14509,0,0,0,NA
14510,0,0,0,NA
14511,0,0,0,NA
14512,0,0,0,NA
14513,0,0,0,NA
14514,12,6,18,0.6666666666666666
14515,0,0,0,NA
14516,6,82,88,0.06818181818181818
14517,0,0,0,NA
14518,0,0,0,NA
14519,0,0,0,NA
14520,3,0,3,1
14521,0,0,0,NA
14522,NA,NA,NA,NA
14523,0,0,0,NA
14524,0,0,0,NA
14525,0,0,0,NA
14526,0,0,0,NA
14527,0,0,0,NA
14528,0,0,0,NA
14529,0,0,0,NA
14530,0,0,0,NA
14531,0,0,0,NA
14532,0,NA,NA,NA
14533,0,0,0,NA
14533,1056,2267,3323,0.3177851339151369
14534,0,0,0,NA
14534,1056,2267,3323,0.3177851339151369
14535,0,0,0,NA
14535,1056,2267,3323,0.3177851339151369
14536,0,0,0,NA
14537,0,0,0,NA
14538,0,0,0,NA
14539,1,2,3,0.3333333333333333
14540,6,3,9,0.6666666666666666
14541,0,0,0,NA
14542,0,0,0,NA
14543,0,0,0,NA
14544,0,0,0,NA
14545,0,0,0,NA
14546,0,0,0,NA
14547,0,0,0,NA
14548,0,0,0,NA
14549,0,0,0,NA
14550,0,0,0,NA
14551,0,0,0,NA
14552,0,0,0,NA
14553,0,0,0,NA
14554,0,NA,NA,NA
14555,0,0,0,NA
14556,NA,NA,NA,NA
14557,0,NA,NA,NA
14558,0,0,0,NA
14559,0,0,0,NA
14560,0,0,0,NA
14561,0,0,0,NA
14562,14,46,60,0.23333333333333334
14563,0,30,30,0
14564,NA,NA,2,NA
14565,0,0,0,NA
14566,0,0,0,NA
14567,0,0,0,NA
14568,NA,NA,1,NA
14569,0,0,0,NA
14570,6,43,49,0.12244897959183673
14571,0,0,0,NA
14572,0,0,0,NA
14573,NA,NA,NA,NA
14574,NA,NA,2,NA
14575,NA,NA,8,NA
14576,240,880,1120,0.21428571428571427
14577,0,0,0,NA
14578,0,0,0,NA
14579,0,0,0,NA
14580,6,4,10,0.6
14581,0,0,0,NA
14582,6,15,21,0.2857142857142857
14583,0,0,0,NA
14584,0,0,0,NA
14585,0,0,0,NA
14586,0,0,0,NA
14587,0,0,0,NA
14588,0,0,0,NA
14589,0,0,0,NA
14590,0,0,0,NA
14591,0,0,0,NA
14592,0,0,0,NA
14593,0,0,0,NA
14594,NA,NA,NA,NA
14595,NA,NA,3,NA
14596,0,0,0,NA
14597,0,0,0,NA
14598,0,0,0,NA
14599,0,0,0,NA
14600,6,8,14,0.42857142857142855
14601,0,0,0,NA
14602,0,0,0,NA
14603,1,1,2,0.5
14604,0,0,0,NA
14605,1,2,3,0.3333333333333333
14606,0,10,10,0
14607,0,0,0,NA
14607,240,880,1120,0.21428571428571427
14608,0,0,0,NA
14609,1,5,6,0.16666666666666666
14610,0,0,0,NA
14611,0,0,0,NA
14612,0,0,0,NA
14613,0,0,0,NA
14614,0,0,0,NA
14615,0,0,0,NA
14616,0,0,0,NA
14617,5,0,5,1
14618,0,0,0,NA
14619,0,0,0,NA
14620,0,0,0,NA
14621,0,0,0,NA
14622,0,0,0,NA
14623,0,0,0,NA
14624,0,0,0,NA
14625,0,0,0,NA
14626,0,0,0,NA
14627,0,0,0,NA
14628,0,0,0,NA
14629,0,0,0,NA
14630,0,0,0,NA
14631,0,0,0,NA
14632,3,20,23,0.13043478260869565
14633,0,0,0,NA
14634,0,0,0,NA
14635,0,0,0,NA
14636,580,1068,1648,0.35194174757281554
14637,0,0,0,NA
14638,0,0,0,NA
14639,0,0,0,NA
14640,0,0,0,NA
14641,0,0,0,NA
14642,0,0,0,NA
14643,0,0,0,NA
14644,20,14,34,0.5882352941176471
14645,0,0,0,NA
14646,0,0,0,NA
14647,0,0,0,NA
14648,0,0,0,NA
14649,0,0,0,NA
14650,0,0,0,NA
14651,580,1068,1648,0.35194174757281554
14652,0,13,13,0
14653,0,0,0,NA
14654,0,0,0,NA
14655,0,0,0,NA
14656,0,0,0,NA
14657,0,0,0,NA
14658,0,0,0,NA
14659,1,0,1,1
14660,0,0,0,NA
14661,0,0,0,NA
14662,0,0,0,NA
14663,0,0,0,NA
14664,0,0,0,NA
14665,0,0,0,NA
14666,0,0,0,NA
14667,0,0,0,NA
14668,0,0,0,NA
14669,0,0,0,NA
14670,0,0,0,NA
14671,0,0,0,NA
14672,6,8,14,0.42857142857142855
14673,12,20,32,0.375
14674,0,0,0,NA
14675,0,1,1,0
14676,0,0,0,NA
14677,0,0,0,NA
14678,0,0,0,NA
14679,0,0,0,NA
14680,0,0,0,NA
14681,0,2,2,0
14682,0,0,0,NA
14683,0,3,3,0
14684,0,0,0,NA
14685,0,0,0,NA
14686,0,0,0,NA
14687,0,0,0,NA
14688,580,1068,1648,0.35194174757281554
14689,NA,NA,2,NA
14690,0,0,0,NA
14691,0,0,0,NA
14692,0,0,0,NA
14693,0,0,0,NA
14694,0,0,0,NA
14695,0,0,0,NA
14696,0,0,0,NA
14697,0,0,0,NA
14698,0,0,0,NA
14699,NA,NA,NA,NA
14700,NA,NA,NA,NA
14701,0,0,0,NA
14702,0,0,0,NA
14703,0,0,0,NA
14704,0,0,0,NA
14705,0,0,0,NA
14706,1,2,3,0.3333333333333333
14707,0,0,0,NA
14708,0,0,0,NA
14709,0,0,0,NA
14710,0,0,0,NA
14711,0,0,0,NA
14712,0,0,0,NA
14713,0,0,0,NA
14714,0,0,0,NA
14715,0,21,21,0
14716,0,0,0,NA
14717,0,0,0,NA
14718,0,0,0,NA
14719,41,165,206,0.19902912621359223
14720,7,52,59,0.11864406779661017
14721,0,0,0,NA
14722,0,0,0,NA
14723,0,0,0,NA
14724,0,0,0,NA
14725,NA,NA,NA,NA
14726,0,0,0,NA
14727,0,0,0,NA
14728,0,0,0,NA
14729,0,0,0,NA
14730,0,7,7,0
14731,2,6,8,0.25
14732,0,0,0,NA
14733,1,0,1,1
14734,0,0,0,NA
14735,0,0,0,NA
14736,0,0,0,NA
14737,0,0,0,NA
14738,0,0,0,NA
14739,0,0,0,NA
14740,0,0,0,NA
14741,0,0,0,NA
14742,0,0,0,NA
14743,0,0,0,NA
14744,0,0,0,NA
14745,0,0,0,NA
14746,NA,NA,NA,NA
14747,0,0,0,NA
14748,0,0,0,NA
14749,0,0,0,NA
14750,0,0,0,NA
14751,0,8,8,0
14752,0,0,0,NA
14753,0,2,2,0
14754,0,0,0,NA
14755,0,0,0,NA
14756,15,5,20,0.75
14757,0,0,0,NA
14758,0,3,3,0
14759,0,0,0,NA
14760,0,0,0,NA
14761,0,0,0,NA
14762,0,0,0,NA
14763,0,0,0,NA
14764,0,0,0,NA
14765,2,5,7,0.2857142857142857
14766,0,0,0,NA
14767,0,0,0,NA
14768,0,0,0,NA
14769,0,0,0,NA
14770,3,0,3,1
14771,0,0,0,NA
14772,0,9,9,0
14773,0,0,0,NA
14774,0,0,0,NA
14775,0,0,0,NA
14776,0,0,0,NA
14777,0,0,0,NA
14778,0,0,0,NA
14779,0,0,0,NA
14780,0,17,17,0
14781,0,0,0,NA
14782,85,272,357,0.23809523809523808
14783,6,9,15,0.4
14784,0,0,0,NA
14785,0,0,0,NA
14786,0,0,0,NA
14787,0,0,0,NA
14788,0,0,0,NA
14789,0,4,4,0
14790,0,0,0,NA
14791,0,0,0,NA
14792,0,0,0,NA
14793,NA,NA,NA,NA
14794,0,0,0,NA
14795,0,15,15,0
14796,0,0,0,NA
14797,0,0,0,NA
14798,0,0,0,NA
14799,0,0,0,NA
14800,0,0,0,NA
14801,0,0,0,NA
14802,NA,NA,1,NA
14803,1,0,1,1
14804,0,9,9,0
14805,0,1,1,0
14806,140,202,342,0.4093567251461988
14807,0,0,0,NA
14808,0,0,0,NA
14809,0,0,0,NA
14810,3,4,7,0.42857142857142855
14811,0,0,0,NA
14812,0,0,0,NA
14813,0,10,10,0
14814,0,0,0,NA
14815,0,0,0,NA
14816,0,0,0,NA
14817,0,3,3,0
14818,0,0,0,NA
14819,0,10,10,0
14820,4,5,9,0.4444444444444444
14821,NA,NA,NA,NA
14822,1,5,6,0.16666666666666666
14823,0,0,0,NA
14824,0,0,0,NA
14825,0,3,3,0
14826,0,0,0,NA
14827,0,0,0,NA
14828,0,0,0,NA
14829,79,217,296,0.2668918918918919
14830,0,0,0,NA
14831,0,0,0,NA
14832,0,0,0,NA
14833,0,0,0,NA
14834,0,0,0,NA
14835,0,0,0,NA
14836,0,0,0,NA
14837,0,0,0,NA
14838,0,0,0,NA
14839,13,62,75,0.17333333333333334
14840,27,13,40,0.675
14841,4,11,15,0.26666666666666666
14842,2,1,3,0.6666666666666666
14843,0,0,0,NA
14844,0,0,0,NA
14845,0,0,0,NA
14846,0,0,0,NA
14847,0,0,0,NA
14848,0,0,0,NA
14849,0,0,0,NA
14850,0,0,0,NA
14851,0,0,0,NA
14852,0,3,3,0
14853,0,0,0,NA
14854,0,0,0,NA
14855,0,0,0,NA
14856,0,0,0,NA
14857,0,0,0,NA
14858,2,0,2,1
14859,1,2,3,0.3333333333333333
14860,0,0,0,NA
14861,0,0,0,NA
14862,0,0,0,NA
14863,0,0,0,NA
14864,1,0,1,1
14865,1232,1341,2573,0.4788184998056743
14866,0,3,3,0
14867,0,1,1,0
14868,0,0,0,NA
14869,0,0,0,NA
14870,0,0,0,NA
14871,0,0,0,NA
14872,1,5,6,0.16666666666666666
14873,0,0,0,NA
14874,0,0,0,NA
14875,0,0,0,NA
14876,0,0,0,NA
14877,NA,NA,NA,NA
14878,0,0,0,NA
14879,0,0,0,NA
14880,0,0,0,NA
14881,2,11,13,0.15384615384615385
14882,0,0,0,NA
14883,0,0,0,NA
14884,0,0,0,NA
14885,0,0,0,NA
14886,0,0,0,NA
14887,0,0,0,NA
14888,1232,1341,2573,0.4788184998056743
14889,3,30,33,0.09090909090909091
14890,2,35,37,0.05405405405405406
14891,0,0,0,NA
14892,0,0,0,NA
14893,60,36,96,0.625
14894,0,9,9,0
14895,NA,NA,NA,NA
14896,NA,NA,8,NA
14897,0,0,0,NA
14898,0,0,0,NA
14899,0,0,0,NA
14900,18,29,47,0.3829787234042553
14901,0,0,0,NA
14902,0,1,1,0
14903,105,53,158,0.6645569620253164
14904,0,0,0,NA
14905,0,3,3,0
14906,NA,NA,NA,NA
14907,0,0,0,NA
14908,0,0,0,NA
14909,0,0,0,NA
14910,0,3,3,0
14911,0,0,0,NA
14912,0,0,0,NA
14913,0,0,0,NA
14914,0,0,0,NA
14915,16,31,47,0.3404255319148936
14916,0,0,0,NA
14917,0,0,0,NA
14918,0,0,0,NA
14919,0,0,0,NA
14920,0,0,0,NA
14921,3,6,9,0.3333333333333333
14922,1,6,7,0.14285714285714285
14923,0,4,4,0
14924,0,0,0,NA
14925,0,0,0,NA
14926,0,0,0,NA
14927,0,2,2,0
14928,0,3,3,0
14929,0,8,8,0
14930,1232,1341,2573,0.4788184998056743
14931,NA,NA,NA,NA
14932,0,4,4,0
14933,10,123,133,0.07518796992481203
14934,0,0,0,NA
14935,0,0,0,NA
14936,0,0,0,NA
14937,0,0,0,NA
14938,0,0,0,NA
14939,NA,NA,1,NA
14940,0,0,0,NA
14941,0,0,0,NA
14942,0,0,0,NA
14943,0,0,0,NA
14944,4,0,4,1
14945,57,85,142,0.4014084507042254
14946,0,4,4,0
14947,0,0,0,NA
14948,0,0,0,NA
14949,0,0,0,NA
14950,0,0,0,NA
14951,2,6,8,0.25
14952,0,1,1,0
14953,3,6,9,0.3333333333333333
14954,0,0,0,NA
14955,4,10,14,0.2857142857142857
14956,0,0,0,NA
14957,0,3,3,0
14958,4,6,10,0.4
14959,0,0,0,NA
14960,5,2,7,0.7142857142857143
14961,0,0,0,NA
14962,NA,NA,NA,NA
14963,0,0,0,NA
14964,0,0,0,NA
14965,0,0,0,NA
14966,0,0,0,NA
14967,0,0,0,NA
14968,1232,1341,2573,0.4788184998056743
14969,NA,NA,NA,NA
14970,NA,NA,NA,NA
14971,NA,NA,NA,NA
14972,NA,NA,NA,NA
14973,4,50,54,0.07407407407407407
14974,3,100,103,0.02912621359223301
14975,0,0,0,NA
14976,0,0,0,NA
14977,NA,NA,NA,NA
14978,0,0,0,NA
14979,0,0,0,NA
14980,0,0,0,NA
14981,0,0,0,NA
14982,0,0,0,NA
14983,69,426,495,0.1393939393939394
14984,2,17,19,0.10526315789473684
14985,0,0,0,NA
14986,0,0,0,NA
14987,0,0,0,NA
14988,0,0,0,NA
14989,2,36,38,0.05263157894736842
14990,0,0,0,NA
14991,10,4,14,0.7142857142857143
14992,0,0,0,NA
14993,0,3,3,0
14994,0,0,0,NA
14995,0,0,0,NA
14996,0,0,0,NA
14997,0,0,0,NA
14998,0,0,0,NA
14999,0,0,0,NA
15000,0,0,0,NA
15001,0,0,0,NA
15002,1,6,7,0.14285714285714285
15003,0,NA,NA,NA
15004,0,0,0,NA
15005,0,0,0,NA
15006,0,0,0,NA
15007,0,0,0,NA
15008,0,0,0,NA
15009,0,0,0,NA
15010,0,0,0,NA
15011,0,6,6,0
15012,1232,1341,2573,0.4788184998056743
15013,3,NA,3,1
15014,0,0,0,NA
15015,0,0,0,NA
15016,0,0,0,NA
15017,0,2,2,0
15018,170,472,642,0.26479750778816197
15019,14,29,43,0.32558139534883723
15019,170,472,642,0.26479750778816197
15020,89,60,149,0.5973154362416108
15020,170,472,642,0.26479750778816197
15021,5,2,7,0.7142857142857143
15022,0,0,0,NA
15023,3,0,3,1
15024,0,0,0,NA
15025,69,426,495,0.1393939393939394
15026,0,4,4,0
15027,0,3,3,0
15028,0,2,2,0
15029,0,3,3,0
15030,0,0,0,NA
15031,0,0,0,NA
15032,0,2,2,0
15033,0,40,40,0
15034,0,0,0,NA
15035,0,0,0,NA
15036,0,0,0,NA
15037,0,0,0,NA
15038,0,0,0,NA
15039,3,0,3,1
15040,0,0,0,NA
15041,0,0,0,NA
15042,0,0,0,NA
15043,28,38,66,0.42424242424242425
15044,3,7,10,0.3
15045,0,0,0,NA
15046,0,0,0,NA
15047,0,3,3,0
15048,0,2,2,0
15049,0,0,0,NA
15050,0,0,0,NA
15051,0,0,0,NA
15052,0,0,0,NA
15053,0,2,2,0
15054,0,0,0,NA
15055,NA,NA,7,NA
15056,0,0,0,NA
15057,0,0,0,NA
15058,0,5,5,0
15059,0,0,0,NA
15060,0,0,0,NA
15061,NA,NA,NA,NA
15062,0,0,0,NA
15063,0,0,0,NA
15064,0,0,0,NA
15065,0,0,0,NA
15066,0,0,0,NA
15067,1232,1341,2573,0.4788184998056743
15068,0,0,0,NA
15069,60,36,96,0.625
15070,0,0,0,NA
15071,0,0,0,NA
15072,205,527,732,0.28005464480874315
15073,0,10,10,0
15074,0,0,0,NA
15075,0,0,0,NA
15076,0,0,0,NA
15077,0,0,0,NA
15078,0,0,0,NA
15079,0,1,1,0
15080,5,7,12,0.4166666666666667
15081,1,13,14,0.07142857142857142
15082,9,5,14,0.6428571428571429
15083,0,0,0,NA
15084,69,426,495,0.1393939393939394
15085,3,2,5,0.6
15086,0,0,0,NA
15087,0,0,0,NA
15088,0,0,0,NA
15089,0,0,0,NA
15090,0,0,0,NA
15091,3,1,4,0.75
15092,0,0,0,NA
15093,0,0,0,NA
15094,0,0,0,NA
15095,0,0,0,NA
15096,0,0,0,NA
15097,0,0,0,NA
15098,0,0,0,NA
15099,0,12,12,0
15100,0,0,0,NA
15101,NA,NA,NA,NA
15102,NA,NA,4,NA
15103,0,0,0,NA
15104,307,695,1002,0.3063872255489022
15105,4,11,15,0.26666666666666666
15106,NA,NA,8,NA
15107,0,0,0,NA
15108,4,24,28,0.14285714285714285
15109,0,0,0,NA
15110,0,0,0,NA
15111,18,57,75,0.24
15112,0,0,0,NA
15113,11,4,15,0.7333333333333333
15114,0,0,0,NA
15115,0,0,0,NA
15116,0,0,0,NA
15117,1232,1341,2573,0.4788184998056743
15118,0,0,0,NA
15119,0,0,0,NA
15120,28,38,66,0.42424242424242425
15121,6,39,45,0.13333333333333333
15122,0,0,0,NA
15123,0,2,2,0
15124,0,0,0,NA
15125,2,12,14,0.14285714285714285
15126,NA,NA,1,NA
15127,0,0,0,NA
15128,NA,NA,NA,NA
15129,3,19,22,0.13636363636363635
15130,0,0,0,NA
15131,0,0,0,NA
15132,0,0,0,NA
15133,0,3,3,0
15134,0,0,0,NA
15135,0,0,0,NA
15136,NA,NA,NA,NA
15137,0,0,0,NA
15138,0,0,0,NA
15139,0,0,0,NA
15140,0,0,0,NA
15141,0,0,0,NA
15142,NA,NA,NA,NA
15143,0,0,0,NA
15144,0,0,0,NA
15145,0,0,0,NA
15146,0,0,0,NA
15147,0,0,0,NA
15148,307,695,1002,0.3063872255489022
15149,0,0,0,NA
15150,0,0,0,NA
15151,0,0,0,NA
15152,0,0,0,NA
15153,0,0,0,NA
15154,0,0,0,NA
15155,0,0,0,NA
15156,9,77,86,0.10465116279069768
15157,NA,NA,23,NA
15158,0,0,0,NA
15159,90,193,283,0.31802120141342755
15160,1,10,11,0.09090909090909091
15161,33,40,73,0.4520547945205479
15162,4,15,19,0.21052631578947367
15163,0,0,0,NA
15164,0,0,0,NA
15165,0,0,0,NA
15166,0,0,0,NA
15167,0,0,0,NA
15168,0,0,0,NA
15169,0,0,0,NA
15170,0,0,0,NA
15171,0,0,0,NA
15172,3,7,10,0.3
15173,0,20,20,0
15174,0,0,0,NA
15175,0,0,0,NA
15176,0,0,0,NA
15177,0,0,0,NA
15178,0,0,0,NA
15179,0,0,0,NA
15180,1,4,5,0.2
15181,0,0,0,NA
15182,0,0,0,NA
15183,0,0,0,NA
15184,0,0,0,NA
15185,0,0,0,NA
15186,0,0,0,NA
15187,0,0,0,NA
15188,5,8,13,0.38461538461538464
15189,0,0,0,NA
15190,0,0,0,NA
15191,16,38,54,0.2962962962962963
15192,0,0,0,NA
15193,0,12,12,0
15194,0,0,0,NA
15195,3,12,15,0.2
15196,0,0,0,NA
15197,1,13,14,0.07142857142857142
15198,0,0,0,NA
15199,0,0,0,NA
15200,0,0,0,NA
15201,0,0,0,NA
15202,0,4,4,0
15203,0,0,0,NA
15204,NA,NA,8,NA
15205,7,6,13,0.5384615384615384
15206,0,0,0,NA
15207,0,0,0,NA
15208,0,0,0,NA
15209,0,0,0,NA
15210,2,8,10,0.2
15211,0,2,2,0
15212,0,0,0,NA
15213,0,0,0,NA
15214,0,0,0,NA
15215,0,0,0,NA
15216,7,5,13,0.5384615384615384
15217,0,0,0,NA
15218,0,0,0,NA
15219,0,0,0,NA
15220,0,0,0,NA
15221,0,2,2,0
15222,0,0,0,NA
15223,0,0,0,NA
15224,0,0,0,NA
15225,0,0,0,NA
15226,23,285,308,0.07467532467532467
15227,0,0,0,NA
15228,0,0,0,NA
15229,0,0,0,NA
15230,0,0,0,NA
15231,0,0,0,NA
15232,0,0,0,NA
15233,0,0,0,NA
15234,0,0,0,NA
15235,0,0,0,NA
15236,0,0,0,NA
15237,0,9,9,0
15238,NA,NA,NA,NA
15239,0,2,2,0
15240,0,0,0,NA
15241,0,0,0,NA
15242,0,2,2,0
15243,25,61,86,0.29069767441860467
15244,60,36,96,0.625
15245,0,0,0,NA
15246,0,0,0,NA
15247,1,6,7,0.14285714285714285
15248,0,2,2,0
15249,1,0,1,1
15250,0,0,0,NA
15251,0,0,0,NA
15252,0,0,0,NA
15253,0,0,0,NA
15254,0,0,0,NA
15255,0,0,0,NA
15256,0,1,1,0
15257,0,0,0,NA
15258,0,0,0,NA
15259,0,0,0,NA
15260,10,16,26,0.38461538461538464
15261,0,0,0,NA
15262,0,0,0,NA
15263,0,0,0,NA
15264,0,0,0,NA
15265,0,0,0,NA
15266,0,0,0,NA
15267,0,0,0,NA
15268,0,0,0,NA
15269,0,0,0,NA
15270,NA,NA,NA,NA
15271,NA,NA,NA,NA
15272,0,0,0,NA
15273,0,2,2,0
15274,0,0,0,NA
15275,0,0,0,NA
15276,0,0,0,NA
15277,0,0,0,NA
15278,0,0,0,NA
15279,0,0,0,NA
15280,4,NA,4,1
15281,0,0,0,NA
15282,0,0,0,NA
15283,0,0,0,NA
15284,0,0,0,NA
15285,0,0,0,NA
15286,0,0,0,NA
15287,0,0,0,NA
15288,0,0,0,NA
15289,0,0,0,NA
15290,0,0,0,NA
15291,0,0,0,NA
15292,7,2,9,0.7777777777777778
15293,0,0,0,NA
15294,0,0,0,NA
15295,0,0,0,NA
15296,1,12,13,0.07692307692307693
15297,0,1,1,0
15298,0,0,0,NA
15299,1000,3000,4000,0.25
15300,0,0,0,NA
15301,0,0,0,NA
15302,0,0,0,NA
15303,0,0,0,NA
15304,0,5,5,0
15305,4,14,18,0.2222222222222222
15306,0,0,0,NA
15307,0,0,0,NA
15308,0,0,0,NA
15309,1,3,4,0.25
15310,0,0,0,NA
15311,0,0,0,NA
15312,0,1,1,0
15313,0,0,0,NA
15314,0,0,0,NA
15315,0,0,0,NA
15316,0,0,0,NA
15317,0,0,0,NA
15318,0,0,0,NA
15319,0,0,0,NA
15320,0,0,0,NA
15321,0,0,0,NA
15322,NA,NA,2,NA
15323,0,0,0,NA
15324,0,0,0,NA
15325,0,0,0,NA
15326,0,0,0,NA
15327,0,0,0,NA
15328,0,0,0,NA
15329,0,0,0,NA
15330,0,0,0,NA
15331,0,0,0,NA
15332,0,0,0,NA
15333,0,0,0,NA
15334,0,0,0,NA
15335,0,0,0,NA
15336,0,0,0,NA
15337,0,0,0,NA
15338,0,0,0,NA
15339,0,0,0,NA
15340,0,0,0,NA
15340,1000,3000,4000,0.25
15341,0,2,2,0
15342,1,21,22,0.045454545454545456
15343,12,223,235,0.05106382978723404
15344,0,20,20,0
15345,0,0,0,NA
15346,0,0,0,NA
15347,0,0,0,NA
15348,0,0,0,NA
15349,0,0,0,NA
15350,0,0,0,NA
15351,NA,NA,NA,NA
15352,0,6,6,0
15353,0,0,0,NA
15354,380,758,1138,0.3339191564147627
15355,0,0,0,NA
15356,0,0,0,NA
15357,0,0,0,NA
15358,0,0,0,NA
15359,0,0,0,NA
15360,0,0,0,NA
15361,0,0,0,NA
15362,0,0,0,NA
15363,0,0,0,NA
15364,1,4,5,0.2
15365,5,2,7,0.7142857142857143
15366,0,0,0,NA
15367,0,0,0,NA
15368,0,0,0,NA
15369,0,0,0,NA
15370,0,0,0,NA
15371,0,0,0,NA
15372,0,0,0,NA
15373,0,0,0,NA
15374,0,0,0,NA
15375,3,3,6,0.5
15376,0,0,0,NA
15377,0,0,0,NA
15378,0,0,0,NA
15379,0,2,2,0
15380,0,0,0,NA
15381,0,0,0,NA
15382,0,0,0,NA
15383,0,0,0,NA
15384,0,5,5,0
15385,7,3,10,0.7
15386,0,5,5,0
15387,0,0,0,NA
15388,0,0,0,NA
15389,0,0,0,NA
15390,0,0,0,NA
15391,0,0,0,NA
15392,0,0,0,NA
15393,0,0,0,NA
15394,0,0,0,NA
15395,0,0,0,NA
15396,3,1,4,0.75
15397,1,0,1,1
15398,0,2,2,0
15399,0,0,0,NA
15400,0,0,0,NA
15401,0,0,0,NA
15402,0,0,0,NA
15403,0,0,0,NA
15404,0,0,0,NA
15405,2,4,6,0.3333333333333333
15406,0,0,0,NA
15407,0,0,0,NA
15408,0,0,0,NA
15409,0,0,0,NA
15410,0,0,0,NA
15411,0,0,0,NA
15412,0,0,0,NA
15413,0,0,0,NA
15414,0,0,0,NA
15415,0,0,0,NA
15416,0,0,0,NA
15417,0,0,0,NA
15418,0,1,1,0
15419,NA,NA,NA,NA
15420,NA,NA,NA,NA
15421,0,0,0,NA
15422,0,0,0,NA
15423,0,3,3,0
15424,0,0,0,NA
15425,0,0,0,NA
15426,0,0,0,NA
15427,0,0,0,NA
15428,0,0,0,NA
15429,0,0,0,NA
15430,0,0,0,NA
