casualty_group,killed,injured,total_casualties,proportion_killed
6191,0,3,3,0
6192,1,10,11,0.09090909090909091
6193,0,4,4,0
6194,0,11,11,0
6195,0,0,0,NA
6196,0,0,0,NA
6197,3,5,8,0.375
6198,3,0,3,1
6199,0,0,0,NA
6200,3,0,3,1
6201,0,0,0,NA
6202,0,0,0,NA
6203,0,0,0,NA
6204,0,0,0,NA
6205,0,0,0,NA
6206,0,0,0,NA
6207,0,0,0,NA
6208,0,0,0,NA
6209,0,0,0,NA
6210,0,0,0,NA
6211,0,2,2,0
6212,0,1,1,0
6213,0,2,2,0
6214,64,167,231,0.27705627705627706
6215,0,1,1,0
6216,0,0,0,NA
6217,0,0,0,NA
6218,1,1,2,0.5
6219,0,0,0,NA
6220,0,0,0,NA
6221,1,2,3,0.3333333333333333
6222,NA,NA,2,NA
6223,0,1,1,0
6224,0,0,0,NA
6225,0,0,0,NA
6226,0,0,0,NA
6227,0,0,0,NA
6228,0,0,0,NA
6229,2,2,11,0.18181818181818182
6230,NA,NA,1,NA
6231,1,0,0,NA
6232,0,0,0,NA
6233,0,0,0,NA
6234,0,0,0,NA
6235,3,26,29,0.10344827586206896
6236,0,0,0,NA
6237,0,0,0,NA
6238,0,0,0,NA
6239,0,0,0,NA
6240,0,0,0,NA
6241,0,0,0,NA
6242,0,0,0,NA
6243,0,6,6,0
6244,NA,NA,NA,NA
6245,0,0,0,NA
6246,NA,NA,NA,NA
6247,0,0,0,NA
6248,0,0,0,NA
6249,NA,NA,10,NA
6250,NA,NA,NA,NA
6251,2,NA,2,1
6252,0,0,0,NA
6253,0,0,0,NA
6254,0,0,0,NA
6255,NA,NA,10,NA
6256,NA,NA,NA,NA
6257,0,0,0,NA
6258,0,0,0,NA
6259,0,0,0,NA
6260,0,0,0,NA
6261,0,0,0,NA
6262,0,0,0,NA
6263,0,0,0,NA
6264,0,0,0,NA
6265,0,0,0,NA
6266,1,2,3,0.3333333333333333
6267,0,0,0,NA
6268,0,0,0,NA
6269,0,0,0,NA
6270,0,0,0,NA
6271,0,0,0,NA
6272,0,0,0,NA
6273,0,0,0,NA
6274,0,0,0,NA
6275,0,0,0,NA
6276,0,0,0,NA
6277,0,0,0,NA
6278,0,0,0,NA
6279,0,0,0,NA
6280,1,2,3,0.3333333333333333
6281,3,2,5,0.6
6282,0,0,0,NA
6283,2,3,5,0.4
6284,0,0,0,NA
6285,0,2,2,0
6286,0,0,0,NA
6287,0,0,0,NA
6288,0,0,0,NA
6289,0,0,0,NA
6290,0,0,0,NA
6291,0,0,0,NA
6292,0,0,0,NA
6293,47,130,177,0.2655367231638418
6294,1,16,17,0.058823529411764705
6295,0,2,2,0
6296,0,0,0,NA
6297,0,0,0,NA
6298,0,0,0,NA
6299,0,0,0,NA
6300,0,0,0,NA
6301,0,0,0,NA
6302,4,37,43,0.09302325581395349
6303,0,0,0,NA
6304,0,0,0,NA
6305,30,81,111,0.2702702702702703
6306,0,0,0,NA
6307,0,0,0,NA
6308,0,0,0,NA
6309,0,0,0,NA
6310,0,0,0,NA
6311,0,0,0,NA
6312,0,0,0,NA
6313,0,0,0,NA
6314,0,0,0,NA
6315,0,0,0,NA
6316,20,185,205,0.0975609756097561
6317,20,185,205,0.0975609756097561
6318,20,185,205,0.0975609756097561
6319,20,185,205,0.0975609756097561
6320,20,185,205,0.0975609756097561
6321,20,185,205,0.0975609756097561
6322,20,185,205,0.0975609756097561
6323,20,185,205,0.0975609756097561
6324,20,185,205,0.0975609756097561
6325,20,185,205,0.0975609756097561
6326,20,185,205,0.0975609756097561
6327,20,185,205,0.0975609756097561
6328,20,185,205,0.0975609756097561
6329,20,185,205,0.0975609756097561
6330,0,0,0,NA
6331,0,1,1,0
6332,0,1,1,0
6333,0,0,0,NA
6334,0,0,0,NA
6335,0,0,0,NA
6336,0,0,0,NA
6337,0,0,0,NA
6338,NA,NA,3,NA
6339,0,0,0,NA
6340,0,3,3,0
6341,0,0,0,NA
6342,0,0,0,NA
6343,21,35,56,0.375
6344,0,0,0,NA
6345,1,12,13,0.07692307692307693
6346,0,6,6,0
6347,0,0,0,NA
6348,8,1,13,0.6153846153846154
6349,0,0,0,NA
6350,2,3,5,0.4
6351,200,NA,200,1
6352,163,243,406,0.4014778325123153
6353,2,12,14,0.14285714285714285
6354,0,7,7,0
6355,0,0,2,0
6356,2,0,2,1
6357,3,0,3,1
6358,0,0,0,NA
6359,0,0,0,NA
6360,0,10,10,0
6361,NA,NA,1,NA
6362,1,1,2,0.5
6363,1,2,3,0.3333333333333333
6364,0,0,0,NA
6365,0,0,0,NA
6366,0,0,0,NA
6367,0,2,2,0
6368,2,24,26,0.07692307692307693
6369,0,0,0,NA
6370,11,33,44,0.25
6371,0,0,0,NA
6372,0,0,0,NA
6373,0,0,0,NA
6374,NA,NA,9,NA
6375,0,1,1,0
6376,0,0,0,NA
6377,0,0,0,NA
6378,0,0,0,NA
6379,0,4,4,0
6380,0,0,0,NA
6381,0,17,17,0
6382,0,0,0,NA
6383,0,0,0,NA
6384,0,4,4,0
6385,0,1,1,0
6386,1,12,13,0.07692307692307693
6387,0,0,0,NA
6388,NA,NA,NA,NA
6389,0,0,0,NA
6390,0,0,0,NA
6391,0,0,0,NA
6392,0,0,0,NA
6393,0,0,0,NA
6394,NA,NA,4,NA
6395,0,0,0,NA
6396,0,0,0,NA
6397,0,0,0,NA
6398,0,0,0,NA
6399,0,0,0,NA
6400,0,0,0,NA
6401,0,0,0,NA
6402,0,0,0,NA
6403,0,0,0,NA
6404,0,0,0,NA
6405,0,0,0,NA
6406,0,0,0,NA
6407,0,0,0,NA
6408,0,0,0,NA
6409,0,0,0,NA
6410,1,0,1,1
6411,0,0,0,NA
6412,0,0,0,NA
6413,2,0,2,1
6414,0,0,0,NA
6415,0,1,1,0
6416,0,0,0,NA
6417,0,0,0,NA
6418,0,0,0,NA
6419,0,0,0,NA
6420,0,0,0,NA
6421,0,0,0,NA
6422,0,0,0,NA
6423,0,0,0,NA
6424,0,0,0,NA
6425,0,0,0,NA
6426,0,0,0,NA
6427,0,0,0,NA
6428,0,2,2,0
6429,170,650,820,0.2073170731707317
6430,0,0,0,NA
6431,0,0,0,NA
6432,0,10,10,0
6433,0,0,0,NA
6434,0,0,0,NA
6435,0,0,0,NA
6436,0,0,0,NA
6437,0,0,0,NA
6438,0,0,0,NA
6439,0,0,0,NA
6440,0,0,0,NA
6441,0,0,0,NA
6442,0,0,0,NA
6443,0,0,0,NA
6444,0,0,0,NA
6445,9,92,101,0.0891089108910891
6446,2,1,3,0.6666666666666666
6447,0,0,0,NA
6448,0,0,0,NA
6449,0,0,0,NA
6450,0,0,0,NA
6451,0,0,0,NA
6452,0,0,0,NA
6453,0,0,0,NA
6454,0,0,0,NA
6455,0,0,0,NA
6456,0,0,0,NA
6457,0,0,0,NA
6458,0,0,0,NA
6459,29,149,178,0.16292134831460675
6460,0,0,0,NA
6461,0,0,0,NA
6462,29,149,178,0.16292134831460675
6463,29,149,178,0.16292134831460675
6464,0,0,0,NA
6465,0,0,0,NA
6466,NA,NA,3,NA
6467,0,0,0,NA
6468,0,0,0,NA
6469,0,1,1,0
6470,0,0,0,NA
6471,0,2,2,0
6472,0,0,0,NA
6473,0,2,2,0
6474,0,0,0,NA
6475,0,0,0,NA
6476,0,0,0,NA
6477,0,0,0,NA
6478,0,0,0,NA
6479,0,0,0,NA
6480,0,0,0,NA
6481,0,0,0,NA
6482,0,0,0,NA
6483,0,0,0,NA
6484,0,0,0,NA
6485,0,0,0,NA
6486,0,0,0,NA
6487,0,0,0,NA
6488,0,0,0,NA
6489,0,0,0,NA
6490,0,0,0,NA
6491,0,0,0,NA
6492,0,0,0,NA
6493,0,0,0,NA
6494,0,0,0,NA
6495,0,0,0,NA
6496,NA,NA,110,NA
6497,0,0,0,NA
6498,0,0,0,NA
6499,NA,NA,NA,NA
6500,2,0,2,1
6501,0,0,0,NA
6502,0,0,0,NA
6503,NA,NA,28,NA
6504,0,0,0,NA
6505,0,0,0,NA
6506,213,915,1128,0.18882978723404256
6507,NA,NA,NA,NA
6508,0,0,0,NA
6509,0,0,0,NA
6510,0,0,0,NA
6511,NA,NA,100,NA
6512,NA,NA,100,NA
6513,NA,NA,103,NA
6514,0,0,0,NA
6515,0,0,0,NA
6516,0,0,0,NA
6517,0,0,0,NA
6518,0,0,0,NA
6519,0,0,0,NA
6520,0,0,0,NA
6521,0,0,0,NA
6522,0,0,0,NA
6523,0,0,0,NA
6524,0,0,0,NA
6525,0,0,0,NA
6526,0,0,0,NA
6527,0,0,0,NA
6528,0,0,0,NA
6529,0,0,0,NA
6530,0,0,0,NA
6531,1,2,3,0.3333333333333333
6532,0,3,3,0
6533,0,0,0,NA
6534,18,110,128,0.140625
6535,0,0,0,NA
6536,0,0,0,NA
6537,8,7,15,0.5333333333333333
6538,0,0,0,NA
6539,1,0,1,1
6540,0,0,0,NA
6541,0,0,0,NA
6542,NA,NA,NA,NA
6543,1,6,7,0.14285714285714285
6544,0,0,0,NA
6545,0,0,0,NA
6546,0,6,6,0
6547,0,0,0,NA
6548,0,0,0,NA
6549,0,0,0,NA
6550,0,0,0,NA
6551,0,0,0,NA
6552,0,0,0,NA
6553,0,0,0,NA
6554,0,0,0,NA
6555,0,0,0,NA
6556,0,0,0,NA
6557,10,8,18,0.5555555555555556
6558,0,0,0,NA
6559,0,0,0,NA
6560,0,0,0,NA
6561,0,0,0,NA
6562,0,0,0,NA
6563,10,3,13,0.7692307692307693
6564,NA,NA,NA,NA
6565,0,0,0,NA
6566,0,5,5,0
6567,0,5,5,0
6568,0,0,0,NA
6569,NA,NA,NA,NA
6570,0,2,2,0
6571,0,0,0,NA
6572,0,0,0,NA
6573,40,140,180,0.2222222222222222
6574,0,0,0,NA
6575,0,0,0,NA
6576,0,0,0,NA
6577,0,0,0,NA
6578,0,0,0,NA
6579,0,2,2,0
6580,0,7,7,0
6581,0,1,1,0
6582,0,0,0,NA
6583,0,0,0,NA
6584,0,2,2,0
6585,0,0,0,NA
6586,0,0,0,NA
6587,0,0,0,NA
6588,0,2,2,0
6589,0,0,0,NA
6590,0,1,1,0
6591,0,0,0,NA
6592,0,0,0,NA
6593,7,30,37,0.1891891891891892
6594,6,19,25,0.24
6595,0,0,0,NA
6596,0,0,0,NA
6597,0,0,0,NA
6598,1,0,1,1
6599,0,0,0,NA
6600,0,0,0,NA
6601,0,2,2,0
6602,0,0,0,NA
6603,0,0,0,NA
6604,1,9,10,0.1
6605,0,0,0,NA
6606,NA,NA,2,NA
6607,0,0,0,NA
6608,0,1,1,0
6609,0,1,1,0
6610,0,0,0,NA
6611,NA,NA,NA,NA
6612,NA,NA,1,NA
6613,0,0,0,NA
6614,3,10,13,0.23076923076923078
6615,0,0,0,NA
6616,0,9,9,0
6617,0,1,1,0
6618,0,0,0,NA
6619,0,1,1,0
6620,0,10,10,0
6621,1,0,1,1
6622,0,0,0,NA
6623,0,0,0,NA
6624,0,0,0,NA
6625,0,0,0,NA
6626,0,0,0,NA
6627,0,0,0,NA
6628,0,0,0,NA
6629,0,0,0,NA
6630,0,0,0,NA
6631,0,0,0,NA
6632,0,0,0,NA
6633,0,0,0,NA
6634,0,0,0,NA
6635,0,0,0,NA
6636,0,0,0,NA
6637,0,0,0,NA
6638,0,0,0,NA
6639,0,0,0,NA
6640,0,0,0,NA
6641,0,0,0,NA
6642,0,0,0,NA
6643,0,0,0,NA
6644,NA,NA,NA,NA
6645,0,0,0,NA
6646,NA,NA,NA,NA
6647,NA,NA,NA,NA
6648,0,0,0,NA
6649,NA,NA,NA,NA
6650,0,0,0,NA
6651,2,34,36,0.05555555555555555
6652,0,0,0,NA
6653,0,0,0,NA
6654,0,0,0,NA
6655,0,0,0,NA
6656,2,20,22,0.09090909090909091
6657,0,0,0,NA
6658,0,0,0,NA
6659,0,0,0,NA
6660,0,0,0,NA
6661,0,0,0,NA
6662,0,0,0,NA
6663,0,1,1,0
6664,0,0,0,NA
6665,0,0,0,NA
6666,0,0,0,NA
6667,0,0,0,NA
6668,0,0,0,NA
6669,0,4,4,0
6670,0,0,0,NA
6671,0,0,0,NA
6672,0,0,0,NA
6673,0,0,0,NA
6674,0,0,0,NA
6675,0,0,0,NA
6676,17,97,114,0.14912280701754385
6677,1,2,3,0.3333333333333333
6678,0,0,0,NA
6679,0,1,1,0
6680,11,9,20,0.55
6681,1,2,3,0.3333333333333333
6682,4,3,14,0.2857142857142857
6683,0,2,2,0
6684,0,0,0,NA
6685,0,0,0,NA
6686,0,0,0,NA
6687,0,0,0,NA
6688,0,0,0,NA
6689,0,0,0,NA
6690,NA,NA,NA,NA
6691,1,16,17,0.058823529411764705
6692,NA,NA,NA,NA
6693,0,0,0,NA
6694,7,1,8,0.875
6695,0,1,1,0
6696,0,0,0,NA
6697,0,4,4,0
6698,0,1,1,0
6699,0,0,0,NA
6700,0,0,0,NA
6701,0,0,0,NA
6702,0,0,0,NA
6703,0,0,0,NA
6704,0,0,0,NA
6705,0,2,2,0
6706,0,0,0,NA
6707,0,0,0,NA
6708,0,0,0,NA
6709,0,0,0,NA
6710,0,0,0,NA
6711,0,3,3,0
6712,0,0,0,NA
6713,0,0,0,NA
6714,0,0,0,NA
6715,0,0,0,NA
6716,0,0,0,NA
6717,0,0,0,NA
6718,0,0,0,NA
6719,NA,NA,5,NA
6720,0,0,0,NA
6721,14,4,18,0.7777777777777778
6722,0,0,0,NA
6723,0,0,0,NA
6724,0,0,0,NA
6725,0,2,2,0
6726,NA,NA,NA,NA
6727,0,0,0,NA
6728,0,0,0,NA
6729,0,0,0,NA
6730,0,0,0,NA
6731,3,11,14,0.21428571428571427
6732,0,0,0,NA
6733,0,0,0,NA
6734,0,0,0,NA
6735,0,0,0,NA
6736,0,0,0,NA
6737,0,0,0,NA
6738,51,148,199,0.2562814070351759
6739,0,0,0,NA
6740,0,0,0,NA
6741,0,0,0,NA
6742,0,0,0,NA
6743,0,0,0,NA
6744,0,0,0,NA
6745,0,0,0,NA
6746,0,0,0,NA
6747,0,0,0,NA
6748,4,32,36,0.1111111111111111
6749,0,0,0,NA
6750,0,0,0,NA
6751,0,0,0,NA
6752,0,0,0,NA
6753,0,0,0,NA
6754,0,0,0,NA
6755,0,0,0,NA
6756,0,11,11,0
6757,0,0,0,NA
6758,1,NA,1,1
6759,1,5,6,0.16666666666666666
6760,0,0,0,NA
6761,0,0,0,NA
6762,0,0,0,NA
6763,0,0,0,NA
6764,0,1,1,0
6765,0,0,0,NA
6766,0,0,0,NA
6767,0,3,3,0
6768,NA,NA,NA,NA
6769,0,0,0,NA
6770,0,0,0,NA
6771,0,0,0,NA
6772,0,0,0,NA
6773,0,0,0,NA
6774,0,0,0,NA
6775,0,0,0,NA
6776,0,0,0,NA
6777,1,0,1,1
6778,0,0,0,NA
6779,0,0,0,NA
6780,0,0,0,NA
6781,0,0,0,NA
6782,0,0,0,NA
6783,0,0,0,NA
6784,0,0,0,NA
6785,170,300,470,0.3617021276595745
6786,0,0,0,NA
6787,2,6,8,0.25
6788,0,0,0,NA
6789,0,0,0,NA
6790,0,0,0,NA
6791,1,0,1,1
6792,0,2,2,0
6793,1,1,2,0.5
6794,0,0,0,NA
6795,0,0,0,NA
6796,0,0,0,NA
6797,0,0,0,NA
6798,NA,NA,12,NA
6799,0,0,0,NA
6800,0,0,0,NA
6801,0,0,0,NA
6802,0,0,0,NA
6803,0,0,0,NA
6804,0,0,0,NA
6805,0,0,0,NA
6806,0,0,0,NA
6807,0,0,0,NA
6808,0,0,0,NA
6809,9,37,46,0.1956521739130435
6810,0,3,3,0
6811,0,0,0,NA
6812,3,9,12,0.25
6813,NA,NA,2,NA
6814,0,0,0,NA
6815,0,0,0,NA
6816,2,3,5,0.4
6817,0,0,0,NA
6818,NA,NA,2,NA
6819,0,1,1,0
6820,0,2,2,0
6821,0,0,0,NA
6822,0,0,0,NA
6823,0,0,0,NA
6824,0,0,0,NA
6825,0,0,0,NA
6826,0,0,0,NA
6827,0,0,0,NA
6828,0,0,0,NA
6829,0,0,0,NA
6830,NA,NA,1,NA
6831,0,0,0,NA
6832,1,0,1,1
6833,0,0,0,NA
6834,0,0,0,NA
6835,0,0,0,NA
6836,4,63,67,0.05970149253731343
6837,4,22,26,0.15384615384615385
6838,NA,NA,NA,NA
6839,3,2,5,0.6
6840,NA,NA,NA,NA
6841,0,0,0,NA
6842,0,0,0,NA
6843,0,0,0,NA
6844,0,0,0,NA
6845,0,2,2,0
6846,3,2,5,0.6
6847,NA,NA,6,NA
6848,0,0,0,NA
6849,0,0,0,NA
6850,NA,NA,2,NA
6851,0,0,0,NA
6852,1,2,3,0.3333333333333333
6853,0,5,5,0
6854,1,1,2,0.5
6855,0,0,0,NA
6856,0,0,0,NA
6857,0,0,0,NA
6858,0,0,0,NA
6859,0,0,0,NA
6860,0,0,0,NA
6861,0,0,0,NA
6862,0,0,0,NA
6863,0,0,0,NA
6864,0,0,0,NA
6865,0,0,0,NA
6866,0,0,0,NA
6867,0,0,0,NA
6868,0,0,0,NA
6869,0,0,0,NA
6870,0,0,0,NA
6871,0,0,0,NA
6872,0,0,0,NA
6873,0,0,0,NA
6874,0,0,0,NA
6875,0,0,0,NA
6876,0,0,0,NA
6877,0,0,0,NA
6878,0,0,0,NA
6879,0,0,0,NA
6880,0,0,0,NA
6881,0,0,0,NA
6882,0,0,0,NA
6883,0,0,0,NA
6884,0,0,0,NA
6885,0,0,0,NA
6886,0,0,0,NA
6887,0,0,0,NA
6888,0,0,0,NA
6889,0,0,0,NA
6890,0,0,0,NA
6891,0,0,0,NA
6892,0,0,0,NA
6893,0,0,0,NA
6894,0,0,0,NA
6895,0,0,0,NA
6896,0,0,0,NA
6897,0,0,0,NA
6898,0,0,0,NA
6899,0,0,0,NA
6900,0,0,0,NA
6901,0,0,0,NA
6902,0,0,0,NA
6903,3,6,9,0.3333333333333333
6904,20,23,43,0.46511627906976744
6905,1,0,1,1
6906,0,0,0,NA
6907,0,0,0,NA
6908,0,0,0,NA
6909,0,0,0,NA
6910,1,11,12,0.08333333333333333
6911,NA,NA,2,NA
6912,70,300,370,0.1891891891891892
6913,0,0,0,NA
6914,0,0,0,NA
6915,0,0,0,NA
6916,0,0,0,NA
6917,0,0,0,NA
6918,3,31,34,0.08823529411764706
6919,0,3,3,0
6920,0,0,0,NA
6921,0,0,0,NA
6922,0,0,0,NA
6923,0,0,0,NA
6924,0,0,0,NA
6925,0,0,0,NA
6926,8,11,19,0.42105263157894735
6927,0,0,0,NA
6928,0,1,1,0
6929,0,0,0,NA
6930,0,0,0,NA
6931,0,0,0,NA
6932,0,0,0,NA
6933,0,0,0,NA
6934,0,0,0,NA
6935,20,78,98,0.20408163265306123
6936,3,34,37,0.08108108108108109
6937,0,1,1,0
6938,0,0,0,NA
6939,0,0,0,NA
6940,0,0,0,NA
6941,0,10,10,0
6942,0,0,0,NA
6943,0,0,0,NA
6944,0,0,0,NA
6945,0,0,0,NA
6946,0,0,0,NA
6947,0,0,0,NA
6948,0,0,0,NA
6949,0,0,0,NA
6950,0,0,0,NA
6951,NA,NA,12,NA
6952,0,0,0,NA
6953,0,0,0,NA
6954,0,0,0,NA
6955,0,0,0,NA
6956,0,0,0,NA
6957,NA,NA,2,NA
6958,0,0,0,NA
6959,0,0,0,NA
6960,0,0,0,NA
6961,0,0,0,NA
6962,0,0,0,NA
6963,0,0,0,NA
6964,0,0,0,NA
6965,0,0,0,NA
6966,2,6,8,0.25
6967,NA,NA,NA,NA
6968,NA,NA,NA,NA
6969,0,0,1,0
6970,0,0,4,0
6971,0,0,0,NA
6972,0,0,0,NA
6973,0,0,0,NA
6974,0,0,2,0
6975,0,0,0,NA
6976,0,0,0,NA
6977,0,0,0,NA
6978,0,0,0,NA
6979,0,0,0,NA
6980,0,0,0,NA
6981,0,0,0,NA
6982,0,0,0,NA
6983,0,0,2,0
6984,0,0,0,NA
6985,0,0,0,NA
6986,0,0,0,NA
6987,0,0,0,NA
6988,0,0,0,NA
6989,0,0,0,NA
6990,0,0,0,NA
6991,0,0,0,NA
6992,0,0,0,NA
6993,0,0,0,NA
6994,0,0,0,NA
6995,0,0,NA,NA
6996,2,32,34,0.058823529411764705
6997,3,9,12,0.25
6998,0,0,0,NA
6999,0,0,0,NA
7000,1,52,53,0.018867924528301886
7001,0,0,0,NA
7002,0,0,0,NA
7003,1,3,4,0.25
7004,0,0,0,NA
7005,5,2,7,0.7142857142857143
7006,0,0,0,NA
7007,0,2,2,0
7008,0,0,0,NA
7009,0,0,0,NA
7010,1,5,6,0.16666666666666666
7011,2,4,6,0.3333333333333333
7012,0,1,1,0
7013,0,9,9,0
7014,0,0,0,NA
7015,0,0,0,NA
7016,0,0,0,NA
7017,0,0,0,NA
7018,0,0,0,NA
7019,0,0,0,NA
7020,0,0,0,NA
7021,0,0,0,NA
7022,0,0,0,NA
7023,0,0,0,NA
7024,0,0,0,NA
7025,0,0,0,NA
7026,0,0,0,NA
7027,0,0,0,NA
7028,0,71,71,0
7029,0,1,1,0
7030,0,0,0,NA
7031,0,0,0,NA
7032,3,0,3,1
7033,1,3,4,0.25
7034,0,0,0,NA
7035,0,0,0,NA
7036,0,0,0,NA
7037,0,5,5,0
7038,0,0,0,NA
7039,NA,NA,3,NA
7040,0,31,31,0
7041,0,0,0,NA
7042,3,0,3,1
7043,NA,NA,NA,NA
7044,0,0,0,NA
7045,NA,NA,4,NA
7046,0,0,0,NA
7047,0,0,0,NA
7048,0,0,0,NA
7049,0,0,0,NA
7050,0,0,0,NA
7051,0,0,0,NA
7052,0,0,0,NA
7053,0,0,0,NA
7054,0,0,0,NA
7055,0,0,0,NA
7056,0,3,3,0
7057,0,0,0,NA
7058,9,133,142,0.06338028169014084
7059,0,0,0,NA
7060,NA,NA,NA,NA
7061,4,13,17,0.23529411764705882
7062,0,0,0,NA
7063,0,0,0,NA
7064,3,3,6,0.5
7065,0,0,0,NA
7066,0,0,0,NA
7067,0,0,0,NA
7068,0,0,0,NA
7069,0,2,2,0
7070,0,0,0,NA
7071,0,0,0,NA
7072,0,0,0,NA
7073,0,1,1,0
7074,0,0,0,NA
7075,1,NA,1,1
7076,0,6,6,0
7077,0,0,0,NA
7078,2,16,18,0.1111111111111111
7079,0,0,0,NA
7080,0,0,0,NA
7081,3,0,3,1
7082,0,0,0,NA
7083,0,0,0,NA
7084,NA,NA,NA,NA
7085,1,1,2,0.5
7086,0,0,0,NA
7087,0,0,0,NA
7088,3,0,3,1
7089,1,3,4,0.25
7090,0,0,0,NA
7091,0,0,0,NA
7092,0,0,0,NA
7093,0,0,0,NA
7094,0,0,0,NA
7095,0,0,0,NA
7096,0,0,0,NA
7097,0,0,0,NA
7098,0,0,0,NA
7099,0,0,0,NA
7100,0,0,0,NA
7101,0,0,0,NA
7102,0,0,0,NA
7103,0,0,0,NA
7104,0,0,0,NA
7105,0,0,0,NA
7106,0,0,0,NA
7107,0,0,0,NA
7108,NA,NA,3,NA
7109,0,0,0,NA
7110,0,0,0,NA
7111,0,0,0,NA
7112,25,60,85,0.29411764705882354
7113,0,0,0,NA
7114,0,0,0,NA
7115,0,0,0,NA
7116,0,0,0,NA
7117,0,0,0,NA
7118,0,0,0,NA
7119,0,0,0,NA
7120,0,0,0,NA
7121,0,0,0,NA
7122,0,0,0,NA
7123,0,0,0,NA
7124,0,0,0,NA
7125,0,0,0,NA
7126,0,0,0,NA
7127,0,0,0,NA
7128,0,0,0,NA
7129,3,37,40,0.075
7130,0,0,0,NA
7131,0,0,0,NA
7132,0,0,0,NA
7133,0,0,0,NA
7134,0,0,0,NA
7135,0,0,0,NA
7136,0,0,0,NA
7137,0,0,0,NA
7138,0,0,0,NA
7139,0,0,0,NA
7140,0,0,0,NA
7141,0,0,0,NA
7142,0,0,0,NA
7143,0,0,0,NA
7144,0,0,0,NA
7145,0,0,0,NA
7146,0,0,0,NA
7147,4,35,39,0.10256410256410256
7148,0,0,0,NA
7149,NA,NA,NA,NA
7150,0,0,0,NA
7151,0,0,0,NA
7152,2,4,6,0.3333333333333333
7153,0,0,0,NA
7154,0,0,0,NA
7155,0,0,0,NA
7156,0,0,0,NA
7157,0,0,0,NA
7158,0,0,0,NA
7159,0,0,0,NA
7160,0,0,0,NA
7161,0,0,0,NA
7162,0,0,0,NA
7163,1,7,8,0.125
7164,NA,NA,2,NA
7165,0,0,0,NA
7166,0,1,1,0
7167,0,0,0,NA
7168,0,0,0,NA
7169,0,0,0,NA
7170,18,33,51,0.35294117647058826
7171,0,4,4,0
7172,5,1,6,0.8333333333333334
7173,0,0,0,NA
7174,0,0,0,NA
7175,0,0,0,NA
7176,0,0,0,NA
7177,0,0,0,NA
7178,0,0,0,NA
7179,0,3,3,0
7180,1,8,9,0.1111111111111111
7181,0,0,0,NA
7182,0,0,0,NA
7183,0,0,0,NA
7184,0,0,0,NA
7185,0,0,0,NA
7186,0,1,1,0
7187,0,0,0,NA
7188,0,0,0,NA
7189,NA,NA,2,NA
7190,0,0,0,NA
7191,0,0,0,NA
7192,1,14,15,0.06666666666666667
7193,0,0,0,NA
7194,0,1,1,0
7195,2,12,13,0.15384615384615385
7196,0,0,0,NA
7197,0,0,0,NA
7198,0,0,0,NA
7199,0,3,3,0
7200,0,0,0,NA
7201,0,2,2,0
7202,0,0,0,NA
7203,0,0,0,NA
7204,0,0,0,NA
7205,0,0,0,NA
7206,0,1,1,0
7207,0,0,0,NA
7208,0,0,0,NA
7209,0,0,0,NA
7210,0,0,0,NA
7211,0,0,0,NA
7212,0,0,0,NA
7213,0,0,0,NA
7214,0,0,0,NA
7215,0,0,0,NA
7216,0,0,0,NA
7217,0,0,0,NA
7218,0,0,0,NA
7219,0,0,0,NA
7220,0,0,0,NA
7221,2,3,5,0.4
7222,0,0,0,NA
7223,0,0,0,NA
7224,0,0,0,NA
7225,0,0,0,NA
7226,0,0,0,NA
7227,0,0,0,NA
7228,0,0,0,NA
7229,0,0,0,NA
7230,0,0,0,NA
7231,0,0,0,NA
7232,0,0,0,NA
7233,2,31,33,0.06060606060606061
7234,NA,NA,1,NA
7235,0,0,0,NA
7236,0,0,0,NA
7237,0,0,0,NA
7238,0,0,0,NA
7239,0,0,0,NA
7240,0,0,0,NA
7241,0,0,0,NA
7242,0,0,0,NA
7243,0,0,0,NA
7244,7,80,78,0.08974358974358974
7245,0,0,0,NA
7246,0,0,0,NA
7247,0,0,0,NA
7248,0,0,0,NA
7249,0,0,0,NA
7250,0,0,0,NA
7251,0,0,0,NA
7252,0,0,0,NA
7253,0,0,0,NA
7254,0,0,0,NA
7255,0,1,1,0
7256,2,3,5,0.4
7257,0,3,3,0
7258,42,164,206,0.20388349514563106
7259,0,2,2,0
7260,0,0,0,NA
7261,1,3,4,0.25
7262,6,6,12,0.5
7263,0,0,0,NA
7264,0,0,0,NA
7265,0,6,6,0
7266,0,0,0,NA
7267,0,0,0,NA
7268,0,0,0,NA
7269,0,0,0,NA
7270,0,0,0,NA
7271,0,0,0,NA
7272,1,4,5,0.2
7273,0,0,0,NA
7274,0,0,0,NA
7275,0,0,0,NA
7276,0,0,0,NA
7277,0,0,0,NA
7278,1,2,3,0.3333333333333333
7279,0,0,0,NA
7280,0,0,0,NA
7281,99,200,299,0.3311036789297659
7282,0,0,0,NA
7282,99,200,299,0.3311036789297659
7283,1,1,2,0.5
7284,0,0,0,NA
7285,0,0,0,NA
7286,0,0,0,NA
7287,0,0,0,NA
7288,0,0,0,NA
7289,0,0,0,NA
7290,0,0,0,NA
7291,0,0,0,NA
7292,0,0,0,NA
7293,0,1,1,0
7294,0,18,18,0
7295,0,0,0,NA
7296,0,0,0,NA
7297,0,0,0,NA
7298,0,0,0,NA
7299,0,0,0,NA
7300,0,0,0,NA
7301,0,0,0,NA
